sigla_provincia;denominazione_ita;codice_belfiore;data_inizio_validita;data_fine_validita
NO;LESA;E544;23/12/1947;
NO;"LESA BELGIRATE";E545;15/04/1928;22/12/1947
CN;LESEGNO;E546;17/03/1861;
PR;"LESIGNANO DE' BAGNI";E547;17/03/1861;
PR;TERENZO;E548;01/01/1897;
FG;LESINA;E549;17/03/1861;
MI;LESMO;E550;01/07/1871;29/06/2009
MB;LESMO;E550;30/06/2009;
TO;LESSOLO;E551;17/03/1861;11/01/1927
AO;LESSOLO;E551;12/01/1927;04/10/1945
TO;LESSOLO;E551;05/10/1945;
NO;LESSONA;E552;17/03/1861;11/01/1927
VC;LESSONA;E552;12/01/1927;15/04/1992
BI;LESSONA;E552;16/04/1992;31/12/2015
UD;LESTIZZA;E553;19/11/1866;05/04/1968
UD;LESTIZZA;E553;06/04/1968;
CE;LETINO;E554;17/03/1861;11/01/1927
CB;LETINO;E554;12/01/1927;31/08/1945
CE;LETINO;E554;01/09/1945;
ME;LETOJANNI;E555;14/12/1952;
ME;"LETOJANNI GALLODORO";E556;22/02/1880;13/12/1952
NA;LETTERE;E557;17/03/1861;
CH;LETTOMANOPPELLO;E558;17/03/1861;11/01/1927
PE;LETTOMANOPPELLO;E558;12/01/1927;
CH;LETTOPALENA;E559;17/03/1861;02/04/1928
CH;LETTOPALENA;E559;22/05/1947;
GE;LEVANTO;E560;17/03/1861;21/12/1923
SP;LEVANTO;E560;22/12/1923;
BG;LEVATE;E562;17/03/1861;
LE;LEVERANO;E563;17/03/1861;
CN;LEVICE;E564;17/03/1861;
TN;LEVICO;E565;16/10/1920;13/02/1923
TN;LEVICO;E565;14/02/1923;29/07/1969
TN;"LEVICO TERME";E565;30/07/1969;
TO;LEVONE;E566;11/05/1896;
BS;LEVRANGE;E567;17/03/1861;30/11/1928
CO;LEZZA;E568;17/03/1861;25/05/1928
CO;LEZZENO;E569;17/03/1861;
CE;LIBERI;E570;08/09/1862;11/01/1927
NA;LIBERI;E570;12/01/1927;31/08/1945
CE;LIBERI;E570;01/09/1945;
ME;LIBRIZZI;E571;17/03/1861;
GO;LIBUSSINA;E572;05/01/1921;07/02/1923
UD;LIBUSSINA;E572;08/02/1923;11/01/1927
GO;LIBUSSINA;E572;12/01/1927;01/05/1928
AG;LICATA;E573;17/03/1861;
MS;LICCIANA;E574;01/04/1869;05/10/1933
MS;"LICCIANA NARDI";E574;06/10/1933;
RM;LICENZA;E576;26/07/1899;
NA;"LICIGNANO DI NAPOLI";E577;12/02/1886;12/04/1929
CT;"LICODIA EUBEA";E578;28/01/1873;
SA;LICUSATI;E580;17/03/1861;06/10/1928
CO;LIERNA;E581;17/03/1861;15/04/1992
LC;LIERNA;E581;16/04/1992;
CO;"LIETO COLLE";E582;14/06/1928;10/11/1956
NO;LIGNANA;E583;17/03/1861;11/01/1927
VC;LIGNANA;E583;12/01/1927;
UD;"LIGNANO SABBIADORO";E584;18/08/1959;05/04/1968
UD;"LIGNANO SABBIADORO";E584;06/04/1968;
RE;LIGONCHIO;E585;17/03/1861;31/12/2015
UD;LIGOSULLO;E586;19/11/1866;05/04/1968
UD;LIGOSULLO;E586;06/04/1968;31/01/2018
TO;LILLIANES;E587;17/03/1861;11/01/1927
AO;LILLIANES;E587;12/01/1927;23/01/1929
AO;LILLIANA;E587;24/01/1929;09/03/1946
AO;LILLIANES;E587;10/03/1946;
BL;LIMANA;E588;19/11/1866;
BN;LIMATOLA;E589;17/03/1861;
CZ;LIMBADI;E590;17/03/1861;15/04/1992
VV;LIMBADI;E590;16/04/1992;
MI;LIMBIATE;E591;26/04/1869;29/06/2009
MB;LIMBIATE;E591;30/06/2009;
PD;LIMENA;E592;19/11/1866;
CO;LIMIDO;E593;17/03/1861;04/04/1911
CO;"LIMIDO COMASCO";E593;05/04/1911;
ME;LIMINA;E594;17/03/1861;
BS;"LIMONE SAN GIOVANNI";E596;26/01/1863;09/03/1905
BS;"LIMONE SUL GARDA";E596;10/03/1905;
CN;"LIMONE PIEMONTE";E597;19/12/1862;
CO;LIMONTA;E598;17/03/1861;29/12/1927
CB;LIMOSANO;E599;17/03/1861;02/03/1970
CB;LIMOSANO;E599;03/03/1970;
PV;LINAROLO;E600;01/11/1872;
MI;MEZZATE;E601;17/03/1861;14/04/1916
MI;"LINATE AL LAMBRO";E601;15/04/1916;16/03/1934
CT;LINGUAGLOSSA;E602;17/03/1861;
IM;LINGUEGLIETTA;E603;17/03/1861;05/03/1928
CO;LINZANICO;E604;17/03/1861;06/03/1928
AV;LIONI;E605;17/03/1861;
ME;LIPARI;E606;15/03/1867;
CO;LIPOMO;E607;17/03/1861;
PV;LIRIO;E608;17/03/1861;
CO;LISANZA;E609;17/03/1861;11/01/1927
VA;LISANZA;E609;12/01/1927;02/04/1928
MI;LISCATE;E610;17/03/1861;
CH;LISCIA;E611;17/03/1861;
PG;"LISCIANO NICCONE";E613;07/11/1864;
TN;LISIGNAGO;E614;16/10/1920;13/02/1923
TN;LISIGNAGO;E614;14/02/1923;05/09/1928
TN;LISIGNAGO;E614;17/05/1952;31/12/2015
CN;LISIO;E615;17/03/1861;10/04/1929
CN;LISIO;E615;10/01/1947;
CO;LISSAGO;E616;17/03/1861;11/01/1927
VA;LISSAGO;E616;12/01/1927;28/12/1927
MI;LISSONE;E617;16/04/1869;29/06/2009
MB;LISSONE;E617;30/06/2009;
CL;MILOCCA;E618;14/01/1924;02/10/1933
CL;"LITTORIA NISSENA";E618;03/10/1933;24/01/1934
CL;MILENA;E618;25/01/1934;
BS;LIVEMMO;E619;17/03/1861;26/11/1928
CE;LIVERI;E620;17/03/1861;11/01/1927
NA;LIVERI;E620;12/01/1927;
SO;LIVIGNO;E621;17/03/1861;
BL;LIVINALLONGO;E622;16/10/1920;13/02/1923
BL;LIVINALLONGO;E622;14/02/1923;24/04/1933
BL;"LIVINALLONGO DEL COL DI LANA";E622;25/04/1933;
CO;LIVO;E623;17/03/1861;22/05/1928
CO;LIVO;E623;05/04/1950;
TN;LIVO;E624;16/10/1920;13/02/1923
TN;LIVO;E624;14/02/1923;
LI;LIVORNO;E625;17/03/1861;
NO;"LIVORNO PIEMONTE";E626;23/04/1863;20/07/1924
NO;"LIVORNO FERRARIS";E626;21/07/1924;11/01/1927
VC;"LIVORNO FERRARIS";E626;12/01/1927;
MI;LIVRAGA;E627;08/02/1869;15/04/1992
LO;LIVRAGA;E627;16/04/1992;
TN;LIZZANA;E628;16/10/1920;13/02/1923
TN;LIZZANA;E628;14/02/1923;14/07/1927
LE;LIZZANELLO;E629;17/03/1861;
LE;LIZZANO;E630;02/01/1870;21/12/1923
TA;LIZZANO;E630;22/12/1923;
BG;LIZZOLA;E631;17/03/1861;01/06/1927
GE;LOANO;E632;28/08/1878;11/01/1927
SV;LOANO;E632;12/01/1927;
AL;LOAZZOLO;E633;17/03/1861;07/04/1935
AT;LOAZZOLO;E633;08/04/1935;
ME;LOCADI;E634;17/03/1861;29/12/1928
TO;LOCANA;E635;17/03/1861;11/01/1927
AO;LOCANA;E635;12/01/1927;04/10/1945
TO;LOCANA;E635;05/10/1945;
NO;LOCARNO;E636;17/03/1861;11/01/1927
VC;LOCARNO;E636;12/01/1927;01/03/1929
BG;"LOCATE BERGAMASCO";E637;13/07/1863;06/01/1928
CO;"LOCATE VARESINO";E638;23/02/1863;22/09/1928
CO;"LOCATE VARESINO";E638;05/04/1950;
MI;"LOCATE DI TRIULZI";E639;03/11/1862;
BG;LOCATELLO;E640;17/03/1861;
GO;"LOCAVIZZA DI AIDUSSINA";E641;05/01/1921;07/02/1923
UD;"LOCAVIZZA DI AIDUSSINA";E641;08/02/1923;11/01/1927
GO;"LOCAVIZZA DI AIDUSSINA";E641;12/01/1927;27/07/1928
GO;"LOCAVIZZA DI CANALE";E642;05/01/1921;07/02/1923
UD;"LOCAVIZZA DI CANALE";E642;08/02/1923;11/01/1927
GO;"LOCAVIZZA DI CANALE";E642;12/01/1927;25/01/1928
TN;LOCCA;E643;16/10/1920;13/02/1923
TN;LOCCA;E643;14/02/1923;08/02/1928
CA;LOCERI;E644;17/03/1861;11/01/1927
NU;LOCERI;E644;12/01/1927;31/12/2005
OG;LOCERI;E644;01/01/2006;27/04/2016
NU;LOCERI;E644;28/04/2016;
BA;LOCOROTONDO;E645;17/03/1861;
SS;LOCULI;E646;17/03/1861;11/01/1927
NU;LOCULI;E646;12/01/1927;01/02/1928
NU;LOCULI;E646;08/03/1946;
SS;LODE';E647;17/03/1861;11/01/1927
NU;LODE';E647;12/01/1927;
MI;LODI;E648;02/02/1877;15/04/1992
LO;LODI;E648;16/04/1992;
SS;LODINE;E649;17/03/1861;11/01/1927
NU;LODINE;E649;12/01/1927;22/02/1928
NU;LODINE;E649;06/08/1988;
MI;"LODI VECCHIO";E651;17/03/1861;15/04/1992
LO;"LODI VECCHIO";E651;16/04/1992;
BS;LODRINO;E652;17/03/1861;
TN;LODRONE;E653;16/10/1920;13/02/1923
TN;LODRONE;E653;14/02/1923;16/04/1928
BS;LOGRATO;E654;06/11/1884;
BO;LOIANO;E655;01/01/1866;
CO;LOMAGNA;E656;17/03/1861;15/04/1992
LC;LOMAGNA;E656;16/04/1992;
CO;LOMANIGA;E657;17/03/1861;12/05/1928
TN;LOMASO;E658;03/04/1928;31/12/2009
CO;LOMAZZO;E659;17/03/1861;
TO;LOMBARDORE;E660;17/03/1861;
TO;LOMBRIASCO;E661;17/03/1861;22/05/1928
TO;LOMBRIASCO;E661;19/12/1946;
PV;LOMELLO;E662;17/03/1861;
TN;LON;E663;16/10/1920;13/02/1923
TN;LON;E663;14/02/1923;18/04/1928
TN;LONA-LASES;E664;16/10/1920;13/02/1923
TN;LONA-LASES;E664;14/02/1923;08/09/1928
TN;LONA-LASES;E664;17/05/1952;
CO;"LONATE CEPPINO";E665;17/03/1861;11/01/1927
VA;"LONATE CEPPINO";E665;12/01/1927;
MI;"LONATE POZZOLO";E666;22/03/1869;11/01/1927
VA;"LONATE POZZOLO";E666;12/01/1927;
BS;LONATO;E667;17/03/1861;01/11/2007
FI;LONDA;E668;17/03/1861;
CB;LONGANO;E669;17/03/1861;07/08/1928
CB;LONGANO;E669;25/02/1934;02/03/1970
IS;LONGANO;E669;03/03/1970;
VI;LONGARE;E671;19/11/1866;
BL;LONGARONE;E672;19/11/1866;21/02/2014
BS;LONGHENA;E673;17/03/1861;23/11/1927
BS;LONGHENA;E673;26/11/1947;
ME;LONGI;E674;01/01/1868;
FC;LONGIANO;E675;17/03/1861;
TN;LONGIARU';E676;16/10/1920;13/02/1923
TN;LONGIARU';E676;14/02/1923;11/01/1927
BZ;LONGIARU';E676;12/01/1927;15/06/1928
CS;LONGOBARDI;E677;17/03/1861;18/05/1928
CS;LONGOBARDI;E677;18/07/1937;
CS;LONGOBUCCO;E678;17/03/1861;
CO;"LONGONE AL SEGRINO";E679;23/02/1863;
LI;"PORTO LONGONE";E680;23/06/1873;05/07/1947
LI;"PORTO AZZURRO";E680;06/07/1947;
PG;"LONGONE SABINO";E681;13/04/1863;18/03/1923
RM;"LONGONE SABINO";E681;19/03/1923;11/01/1927
RI;"LONGONE SABINO";E681;12/01/1927;
VI;LONIGO;E682;19/11/1866;
TO;LORANZE';E683;17/03/1861;11/01/1927
AO;LORANZE';E683;12/01/1927;12/04/1929
TO;LORANZE';E683;11/10/1947;
PD;LOREGGIA;E684;19/11/1866;
NO;LOREGLIA;E685;17/03/1861;26/01/1928
NO;LOREGLIA;E685;09/06/1955;22/05/1992
VB;LOREGLIA;E685;23/05/1992;
BG;LORENTINO;E686;17/03/1861;13/12/1928
BL;LORENZAGO;E687;19/11/1866;31/08/1940
BL;"LORENZAGO DI CADORE";E687;01/09/1940;
PI;LORENZANA;E688;17/03/1861;31/12/2013
RO;LOREO;E689;19/11/1866;
AN;LORETO;E690;17/03/1861;
TE;"LORETO APRUTINO";E691;13/07/1863;11/01/1927
PE;"LORETO APRUTINO";E691;12/01/1927;
TV;LORIA;E692;22/07/1887;
AR;"LORO CIUFFENNA";E693;13/04/1863;
MC;"LORO PICENO";E694;29/12/1862;
GE;LORSICA;E695;17/03/1861;
GO;LOSE;E696;05/01/1921;07/02/1923
UD;LOSE;E696;08/02/1923;11/01/1927
GO;LOSE;E696;12/01/1927;28/04/1928
BA;LOSETO;E697;17/03/1861;01/04/1937
BS;LOSINE;E698;17/03/1861;28/12/1927
BS;LOSINE;E698;27/08/1949;
CN;LOTTULO;E699;17/03/1861;21/01/1929
CA;LOTZORAI;E700;17/03/1861;11/01/1927
NU;LOTZORAI;E700;12/01/1927;12/05/1928
NU;LOTZORAI;E700;25/03/1946;31/12/2005
OG;LOTZORAI;E700;01/01/2006;27/04/2016
NU;LOTZORAI;E700;28/04/2016;
BS;"LOVENO GRUMELLO";E701;23/02/1863;09/11/1928
CO;"LOVENO SOPRA MENAGGIO";E702;29/12/1862;13/05/1929
TN;LOVER;E703;16/10/1920;13/02/1923
TN;LOVER;E703;14/02/1923;29/10/1928
BG;LOVERE;E704;17/03/1861;
SO;LOVERO;E705;17/03/1861;
BS;LOZIO;E706;17/03/1861;
CO;LOZZA;E707;17/03/1861;11/01/1927
VA;LOZZA;E707;12/01/1927;
BL;"LOZZO CADORE";E708;14/02/1868;26/06/1957
BL;"LOZZO DI CADORE";E708;27/06/1957;
PD;"LOZZO ATESTINO";E709;26/08/1867;
CO;LOZZO;E710;17/03/1861;11/01/1927
VA;LOZZO;E710;12/01/1927;07/08/1928
NO;LOZZOLO;E711;17/03/1861;11/01/1927
VC;LOZZOLO;E711;12/01/1927;
AL;LU;E712;17/03/1861;31/01/2019
RM;LUBRIANO;E713;15/01/1871;11/01/1927
VT;LUBRIANO;E713;12/01/1927;
AG;"LUCCA SICULA";E714;19/01/1863;
LU;LUCCA;E715;07/07/1884;
FG;LUCERA;E716;17/03/1861;
MI;LUCERNATE;E717;17/03/1861;26/06/1928
AR;LUCIGNANO;E718;17/03/1861;
IM;LUCINASCO;E719;17/03/1861;21/12/1923
IM;LUCINASCO;E719;28/08/1958;
GO;LUCINICO;E720;05/01/1921;07/02/1923
UD;LUCINICO;E720;08/02/1923;11/01/1927
GO;LUCINICO;E720;12/01/1927;12/01/1927
CO;LUCINO;E721;17/03/1861;14/06/1928
CB;LUCITO;E722;17/03/1861;02/03/1970
CB;LUCITO;E722;03/03/1970;
AQ;"LUCO DEI MARSI";E723;17/03/1861;
AQ;LUCOLI;E724;17/03/1861;20/09/1927
AQ;LUCOLI;E724;01/10/1947;
BS;LUDRIANO;E725;17/03/1861;07/11/1927
PC;"LUGAGNANO VAL D'ARDA";E726;01/06/1870;
TO;LUGNACCO;E727;17/03/1861;11/01/1927
AO;LUGNACCO;E727;12/01/1927;04/10/1945
TO;LUGNACCO;E727;05/10/1945;31/12/2018
AQ;"LUGNANO DI VILLA TROIANA";E728;06/05/1863;11/01/1927
RI;"LUGNANO DI VILLA TROIANA";E728;12/01/1927;18/10/1927
RI;VAZIA;E728;19/10/1927;20/02/1928
PG;"LUGNANO IN TEVERINA";E729;13/04/1863;11/01/1927
TR;"LUGNANO IN TEVERINA";E729;12/01/1927;
RA;LUGO;E730;17/03/1861;
VI;"LUGO DI VICENZA";E731;14/02/1868;
GO;LUICO;E732;05/01/1921;07/02/1923
UD;LUICO;E732;08/02/1923;11/01/1927
GO;LUICO;E732;12/01/1927;01/05/1928
CO;LUINO;E734;11/02/1889;11/01/1927
VA;LUINO;E734;12/01/1927;
CO;LUISAGO;E735;17/03/1861;
SS;LULA;E736;10/10/1895;11/01/1927
NU;LULA;E736;12/01/1927;
GE;LUMARZO;E737;17/03/1861;
BS;LUMEZZANE;E738;07/01/1928;
BS;"LUMEZZANE PIEVE";E739;17/03/1861;06/01/1928
BS;"LUMEZZANE SAN SEBASTIANO";E740;29/04/1921;06/01/1928
BS;"LUMEZZANE SANT'APOLLONIO";E741;17/03/1861;06/01/1928
CA;LUNAMATRONA;E742;17/03/1861;19/08/1974
CA;LUNAMATRONA;E742;20/08/1974;31/12/2005
VS;LUNAMATRONA;E742;01/01/2006;27/04/2016
SU;LUNAMATRONA;E742;28/04/2016;
PU;LUNANO;E743;17/03/1861;
TN;LUNDO;E744;16/10/1920;13/02/1923
TN;LUNDO;E744;14/02/1923;02/04/1928
CS;LUNGRO;E745;17/03/1861;
AV;LUOGOSANO;E746;17/03/1861;
SS;LUOGOSANTO;E747;26/10/1947;31/12/2005
OT;LUOGOSANTO;E747;01/01/2006;27/04/2016
SS;LUOGOSANTO;E747;28/04/2016;
CB;LUPARA;E748;17/03/1861;02/03/1970
CB;LUPARA;E748;03/03/1970;
CO;"LURAGO D'ERBA";E749;26/09/1883;
CO;"LURAGO MARINONE";E750;17/03/1861;
BG;LURANO;E751;17/03/1861;
SS;LURAS;E752;17/03/1861;31/12/2005
OT;LURAS;E752;01/01/2006;27/04/2016
SS;LURAS;E752;28/04/2016;
CO;"LURATE ABBATE";E753;17/03/1861;14/07/1927
CO;"LURATE CACCIVIO";E753;15/07/1927;
CE;LUSCIANO;E754;03/07/1946;
CE;"LUSCIANO E DUCENTA";E755;17/03/1861;11/01/1927
NA;"LUSCIANO E DUCENTA";E755;12/01/1927;12/04/1929
TN;LUSERNA;E757;16/10/1920;13/02/1923
TN;LUSERNA;E757;14/02/1923;
TO;"LUSERNA SAN GIOVANNI";E758;18/02/1878;
TO;LUSERNETTA;E759;17/03/1861;26/03/1928
TO;LUSERNETTA;E759;09/01/1947;
UD;LUSEVERA;E760;19/11/1866;05/04/1968
UD;LUSEVERA;E760;06/04/1968;
RO;LUSIA;E761;19/11/1866;
VI;LUSIANA;E762;19/11/1866;19/02/2019
TO;LUSIGLIE';E763;17/03/1861;11/01/1927
AO;LUSIGLIE';E763;12/01/1927;04/10/1945
TO;LUSIGLIE';E763;05/10/1945;
TN;LUSON;E764;16/10/1920;13/02/1923
TN;LUSON;E764;14/02/1923;11/01/1927
BZ;LUSON;E764;12/01/1927;
PL;LUSSINGRANDE;E765;05/01/1921;07/02/1923
PL;LUSSINGRANDE;E765;08/02/1923;15/09/1947
PL;LUSSINPICCOLO;E766;05/01/1921;07/02/1923
PL;LUSSINPICCOLO;E766;08/02/1923;15/09/1947
SA;LUSTRA;E767;17/03/1861;
TN;LUTAGO;E768;16/10/1920;13/02/1923
TN;LUTAGO;E768;14/02/1923;11/01/1927
BZ;LUTAGO;E768;12/01/1927;21/02/1929
CO;LUVINATE;E769;17/03/1861;11/01/1927
VA;LUVINATE;E769;12/01/1927;26/07/1927
VA;LUVINATE;E769;13/08/1957;
BG;LUZZANA;E770;17/03/1861;13/06/1928
BG;LUZZANA;E770;26/11/1947;
RE;LUZZARA;E772;17/03/1861;
CS;LUZZI;E773;17/03/1861;
NO;LUZZOGNO;E774;17/03/1861;26/01/1928
CO;"MACCAGNO SUPERIORE";E775;17/03/1861;11/01/1927
VA;"MACCAGNO SUPERIORE";E775;12/01/1927;24/08/1953
VA;MACCAGNO;E775;25/08/1953;03/02/2014
CO;"MACCAGNO INFERIORE";E776;17/03/1861;11/01/1927
VA;"MACCAGNO INFERIORE";E776;12/01/1927;07/01/1928
MI;MACCASTORNA;E777;17/03/1861;15/04/1992
LO;MACCASTORNA;E777;16/04/1992;
CB;"MACCHIA D'ISERNIA";E778;17/03/1861;07/08/1928
CB;"MACCHIA D'ISERNIA";E778;24/02/1937;02/03/1970
IS;"MACCHIA D'ISERNIA";E778;03/03/1970;
CB;MACCHIAGODENA;E779;17/03/1861;02/03/1970
IS;MACCHIAGODENA;E779;03/03/1970;
CB;"MACCHIA VALFORTORE";E780;17/03/1861;30/06/1928
CB;"MACCHIA VALFORTORE";E780;09/04/1946;02/03/1970
CB;"MACCHIA VALFORTORE";E780;03/03/1970;
CO;MACCIO;E781;17/03/1861;30/05/1928
TO;MACELLO;E782;17/03/1861;
MC;MACERATA;E783;17/03/1861;
CE;"MACERATA DI MARCIANISE";E784;27/10/1862;03/12/1925
CE;"MACERATA CAMPANIA";E784;04/12/1925;11/01/1927
NA;"MACERATA CAMPANIA";E784;12/01/1927;14/12/1928
CE;"MACERATA CAMPANIA";E784;26/04/1946;
PU;"MACERATA FELTRIA";E785;17/03/1861;
MI;MACHERIO;E786;17/03/1861;29/06/2009
MB;MACHERIO;E786;30/06/2009;
BS;MACLODIO;E787;17/03/1861;23/11/1927
BS;MACLODIO;E787;15/08/1947;
CA;MACOMER;E788;17/03/1861;11/01/1927
NU;MACOMER;E788;12/01/1927;
CN;MACRA;E789;31/05/1928;
NO;MACUGNAGA;E790;17/03/1861;22/05/1992
VB;MACUGNAGA;E790;23/05/1992;
CE;MADDALONI;E791;17/03/1861;11/01/1927
NA;MADDALONI;E791;12/01/1927;31/08/1945
CE;MADDALONI;E791;01/09/1945;
BS;MADERNO;E792;17/03/1861;28/07/1928
CR;MADIGNANO;E793;05/07/1868;
BG;MADONE;E794;17/03/1861;17/01/1928
BG;MADONE;E794;30/03/1948;
NO;"MADONNA DEL SASSO";E795;07/03/1928;22/05/1992
VB;"MADONNA DEL SASSO";E795;23/05/1992;
TN;MADRANO;E796;16/10/1920;13/02/1923
TN;MADRANO;E796;14/02/1923;24/01/1929
TN;MADRUZZO;E797;29/07/1928;12/09/1953
RM;MAENZA;E798;15/01/1871;30/10/1928
LT;MAENZA;E798;22/03/1947;
CB;"RIPALTA SUL TRIGNO";E799;07/01/1895;21/10/1903
CB;MAFALDA;E799;22/10/1903;02/03/1970
CB;MAFALDA;E799;03/03/1970;
TN;MAGASA;E800;16/10/1920;13/02/1923
TN;MAGASA;E800;14/02/1923;28/02/1929
BS;MAGASA;E800;02/10/1947;
MI;MAGENTA;E801;17/03/1861;
CO;MAGGIANICO;E802;08/02/1869;18/07/1928
NO;MAGGIORA;E803;17/03/1861;
PV;MAGHERNO;E804;17/03/1861;
PG;MAGIONE;E805;17/03/1861;
CZ;MAGISANO;E806;17/03/1861;
AP;"MAGLIANO DI TENNA";E807;24/11/1862;11/07/2009
FM;"MAGLIANO DI TENNA";E807;12/07/2009;
CN;"MAGLIANO ALPI";E808;19/12/1862;
CN;"MAGLIANO D'ALBA";E809;19/12/1862;23/03/1910
CN;"MAGLIANO ALFIERI";E809;24/03/1910;
GR;"MAGLIANO IN TOSCANA";E810;07/11/1862;
AQ;"MAGLIANO DE' MARSI";E811;08/01/1869;
PG;"MAGLIANO SABINA";E812;13/04/1863;18/03/1923
RM;"MAGLIANO SABINA";E812;19/03/1923;11/01/1927
RI;"MAGLIANO SABINA";E812;12/01/1927;
RM;"MAGLIANO ROMANO";E813;29/03/1958;
SA;"MAGLIANO VETERE";E814;17/03/1861;
LE;MAGLIE;E815;17/03/1861;
GE;MAGLIOLO;E816;17/03/1861;11/01/1927
SV;MAGLIOLO;E816;12/01/1927;
TO;MAGLIONE;E817;17/03/1861;11/01/1927
AO;MAGLIONE;E817;12/01/1927;02/03/1929
TO;MAGLIONE;E817;30/09/1947;
MN;MAGNACAVALLO;E818;19/11/1866;
MI;MAGNAGO;E819;25/03/1869;
UD;"MAGNANO IN RIVIERA";E820;02/09/1867;05/04/1968
UD;"MAGNANO IN RIVIERA";E820;06/04/1968;
NO;MAGNANO;E821;17/03/1861;11/01/1927
VC;MAGNANO;E821;12/01/1927;15/04/1992
BI;MAGNANO;E821;16/04/1992;
BS;"MAGNO SOPRA INZINO";E823;17/03/1861;03/12/1927
NO;MAGOGNINO;E824;17/03/1861;29/05/1928
CA;MAGOMADAS;E825;17/03/1861;11/01/1927
NU;MAGOMADAS;E825;12/01/1927;31/12/2005
OR;MAGOMADAS;E825;01/01/2006;
TN;MAGRAS;E826;16/10/1920;13/02/1923
TN;MAGRAS;E826;14/02/1923;05/09/1928
TN;MAGRE';E827;16/10/1920;13/02/1923
TN;MAGRE';E827;14/02/1923;11/01/1927
BZ;MAGRE';E827;12/01/1927;27/06/1928
VI;MAGRE';E828;19/11/1866;05/03/1928
VI;"MAGRE' VICENTINO";E828;06/03/1928;18/05/1928
TN;"MAGRE' ALL'ADIGE";E829;27/06/1928;13/03/1948
BZ;"MAGRE' ALL'ADIGE";E829;14/03/1948;21/09/1971
BZ;"MAGRE' SULLA STRADA DEL VINO";E829;22/09/1971;
CO;MAGREGLIO;E830;17/03/1861;26/12/1927
CO;MAGREGLIO;E830;05/04/1950;
TN;"MAIA ALTA";E831;16/10/1920;13/02/1923
TN;"MAIA ALTA";E831;14/02/1923;08/11/1923
TN;"MAIA BASSA";E832;16/10/1920;13/02/1923
TN;"MAIA BASSA";E832;14/02/1923;08/11/1923
UD;MAJANO;E833;19/11/1866;05/04/1968
UD;MAJANO;E833;06/04/1968;
CZ;MAIDA;E834;17/03/1861;
CS;MAIERA';E835;15/07/1876;
CZ;MAIERATO;E836;17/03/1861;15/04/1992
VV;MAIERATO;E836;16/04/1992;
AN;MAIOLATI;E837;17/03/1861;21/04/1939
AN;"MAIOLATI SPONTINI";E837;22/04/1939;
PU;MAIOLO;E838;17/03/1861;16/08/1928
PU;MAIOLO;E838;05/02/1947;14/08/2009
RN;MAIOLO;E838;15/08/2009;
SA;MAIORI;E839;17/03/1861;
MI;MAIRAGO;E840;13/02/1869;15/04/1992
LO;MAIRAGO;E840;16/04/1992;
BS;MAIRANO;E841;06/11/1884;
GE;MAISSANA;E842;17/03/1861;21/12/1923
SP;MAISSANA;E842;22/12/1923;
CR;MALAGNINO;E843;17/03/1861;
BO;MALALBERGO;E844;17/03/1861;
UD;MALBORGHETTO;E846;05/01/1921;07/02/1923
UD;MALBORGHETTO;E846;08/02/1923;07/08/1928
UD;"MALBORGHETTO VALBRUNA";E847;07/08/1928;05/04/1968
UD;"MALBORGHETTO VALBRUNA";E847;06/04/1968;
VR;MALCESINE;E848;19/11/1866;
TS;MANCHINIE;E849;05/01/1921;07/02/1923
TS;MANCHINIE;E849;08/02/1923;26/04/1923
TS;MALCHINA;E849;27/04/1923;08/09/1928
TN;MALE;E850;16/10/1920;13/02/1923
TN;MALE;E850;14/02/1923;
BS;MALEGNO;E851;17/03/1861;21/05/1928
BS;MALEGNO;E851;04/11/1947;
MI;MALEO;E852;17/03/1861;15/04/1992
LO;MALEO;E852;16/04/1992;
NO;MALESCO;E853;17/03/1861;22/05/1992
VB;MALESCO;E853;23/05/1992;
CT;MALETTO;E854;17/03/1861;
ME;MALFA;E855;10/01/1910;
CO;MALGESSO;E856;17/03/1861;11/01/1927
VA;MALGESSO;E856;12/01/1927;31/12/2022
TN;SALTER-MALGOLO;E857;16/10/1920;13/02/1923
TN;SALTER-MALGOLO;E857;14/02/1923;15/06/1928
TN;MALGOLO;E857;16/06/1928;26/11/1928
CO;MALGRATE;E858;17/03/1861;15/04/1992
LC;MALGRATE;E858;16/04/1992;
CS;MALITO;E859;17/03/1861;
GE;MALLARE;E860;17/03/1861;11/01/1927
SV;MALLARE;E860;12/01/1927;
TN;MALLES;E861;16/10/1920;13/02/1923
TN;MALLES;E861;14/02/1923;26/04/1923
TN;MALLAS;E861;27/04/1923;11/01/1927
BZ;MALLAS;E861;12/01/1927;26/01/1928
BZ;"MALLES VENOSTA";E862;26/01/1928;
CO;MALNATE;E863;17/03/1861;11/01/1927
VA;MALNATE;E863;12/01/1927;
VI;MALO;E864;19/11/1866;
BS;MALONNO;E865;17/03/1861;
TN;MALOSCO;E866;16/10/1920;13/02/1923
TN;MALOSCO;E866;14/02/1923;29/06/1928
TN;MALOSCO;E866;27/03/1947;31/12/2019
CN;MALPOTREMO;E867;17/03/1861;11/05/1928
AP;MALTIGNANO;E868;17/03/1861;
ME;MALVAGNA;E869;17/03/1861;08/09/1928
ME;MALVAGNA;E869;15/03/1947;
AL;MALVICINO;E870;17/03/1861;
AL;MALVINO;E871;17/03/1861;14/12/1928
CS;MALVITO;E872;17/03/1861;17/07/1928
